state,year,price,pop,pop16,cpi,ndi,sales,pimin,log_C_it,log_C_it_lag1,log_P_it,log_Y_it,log_Pn_it
3,67,29.2,1637.0,1078.9,33.4,2446.6813815,117.1,26.0,5.179951565417512,5.160335685700291,-0.13438719070841865,4.293931947176769,-0.25045936196117263
3,68,31.3,1667.0,1106.0,34.8,2720.3709408,115.6,32.3,5.160411656906791,5.179951565417512,-0.10599928923432107,4.358906138505467,-0.07455015655181785
3,69,36.1,1693.0,1117.5,36.7,2979.6014291,113.8,33.3,5.149850577337642,5.160411656906791,-0.01648388972168937,4.39676806686962,-0.0972193580741266
3,70,37.1,1772.0,1226.6,38.8,3269.8156411,115.2,34.6,5.114532486234934,5.149850577337642,-0.04480327701583814,4.434068636804222,-0.11456656456554913
3,71,38.5,1878.0,1313.5,40.5,3549.7019452,109.6,36.6,5.054349425156529,5.114532486234934,-0.050643732818754915,4.473316945733614,-0.1012537337051728
3,72,38.0,1975.0,1393.6,41.8,3800.6701072,125.0,37.2,5.176991808539285,5.054349425156529,-0.09531017980432477,4.510036334636991,-0.11658757825160966
3,73,38.7,2075.0,1476.5,44.4,4219.9831679,128.3,36.5,5.194658003102412,5.176991808539285,-0.13739986940244284,4.554346948934635,-0.1959272088497332
3,74,39.2,2156.0,1547.0,49.3,4508.1317983,133.1,37.8,5.223037806856888,5.194658003102412,-0.22924733425222743,4.515714030218692,-0.2656149784231024
3,75,47.7,2200.0,1591.4,53.8,4742.5753077,121.8,40.5,5.12622358367877,5.223037806856888,-0.12034206927344304,4.479062113840606,-0.2839714930552452
3,76,49.1,2244.0,1635.8,56.9,5158.789996,122.3,43.4,5.12260504903484,5.12622358367877,-0.14743630633181024,4.507161992945401,-0.270835900025926
3,77,48.7,2304.0,1690.8,60.6,5567.7751489,121.7,44.7,5.1110039531166285,5.12260504903484,-0.21861586298672464,4.520455925382921,-0.30432139145574566
3,78,53.6,2373.0,1750.6,65.2,6283.4991663,124.7,49.5,5.130107243823417,5.1110039531166285,-0.19591040085585093,4.568222827441752,-0.2754867993579627
3,79,58.6,2450.0,1812.4,72.6,7099.4038904,124.6,53.7,5.126544697099142,5.130107243823417,-0.2142302252477834,4.582801178575303,-0.30155192031593125
3,80,60.8,2718.0,2044.0,82.4,7823.3902342,126.8,57.2,5.12759868539062,5.126544697099142,-0.30399564794330486,4.553287836460478,-0.36503153852967374
3,81,63.3,2794.0,2103.8,90.9,8647.5572846,113.8,62.7,5.018171549203964,5.12759868539062,-0.3618746720333028,4.555272164017629,-0.3713985535445581
3,82,73.3,2860.0,2153.1,96.5,8879.9352124,113.5,68.1,5.01571579763122,5.018171549203964,-0.2749823994523345,4.522006531713759,-0.3485657951894737
3,83,80.5,2963.0,2231.2,99.6,9579.1345772,111.1,79.6,4.99409340790587,5.01571579763122,-0.2129049801660348,4.5661803658845885,-0.22414807174021528
3,84,92.8,3053.0,2300.7,103.9,10549.95792,107.1,90.2,4.9566742667496575,4.99409340790587,-0.11298225831302688,4.620448252165484,-0.14139947103660383
3,85,98.8,3161.0,2384.7,107.6,11256.38682,107.1,97.5,4.9555780804221445,4.9566742667496575,-0.08532304297386184,4.650270316147696,-0.09856826972388248
3,86,106.7,3279.0,2483.1,109.6,11796.536403,107.9,101.2,4.9592355905492775,4.9555780804221445,-0.02681621620620743,4.678723867683406,-0.07973861766054995
3,87,113.5,3386.0,2569.0,113.6,12367.66971,106.1,103.9,4.940514611203135,4.9592355905492775,-0.0008806693655935249,4.690157558976576,-0.08925460818186917
3,88,113.5,3489.0,2638.0,118.3,13008.0,102.2,113.7,4.9065257856791185,4.940514611203135,-0.041420934062883726,4.700096060803251,-0.03966037022785065
3,89,125.6,3556.0,2672.0,124.0,13625.0,96.8,126.4,4.85845605625979,4.9065257856791185,0.012820688429061469,4.699380053926408,0.019169916107720123
3,90,130.2,3598.2,2703.7,130.7,13826.0,88.9,133.6,4.7733246576601305,4.85845605625979,-0.0038328908557074405,4.661401535875034,0.021945640472369146
3,91,151.4,3681.7,2759.1,136.2,14232.0,81.2,146.9,4.685385309606522,4.7733246576601305,0.1058009472879366,4.6491238356302595,0.07562768946441968
3,92,165.7,3762.2,2804.8,140.3,15179.0,79.0,165.4,4.663119509958972,4.685385309606522,0.16639593732410177,4.683885185518444,0.16458379548117566
4,64,27.3,1939.0,1320.7,31.0,1610.0797693,102.6,25.7,5.014848409929562,5.024313713119909,-0.12710050229423223,3.950051798415061,-0.1874962125839722
4,65,27.2,1941.0,1323.6,31.5,1710.1989428,100.3,26.1,4.991013702089443,5.014848409929562,-0.14677057252963582,3.9943774377167633,-0.1880522315029396
4,66,30.3,1963.0,1344.8,32.4,1883.8750601,98.9,26.2,4.972337850810722,4.991013702089443,-0.0670107102829602,4.0629277138438855,-0.2123990120312325
4,67,30.4,1972.0,1357.3,33.4,2004.4267179,102.9,27.5,5.007308466698666,4.972337850810722,-0.09411329157047876,4.094557472638901,-0.19436989531012913
4,68,30.9,1983.0,1374.6,34.8,2143.3676117,104.0,29.2,5.010838968973664,5.007308466698666,-0.11886120287672881,4.120516134672347,-0.17544867750619247
4,69,30.9,1995.0,1389.0,36.7,2286.3950024,102.9,29.9,4.995817629409624,5.010838968973664,-0.17202057115682495,4.131954866318428,-0.20491827466388393
4,70,36.7,1923.0,1366.9,38.8,2493.7847189,100.3,34.3,4.949506759398062,4.995817629409624,-0.05564349156870296,4.163136556277945,-0.12327489245733356
4,71,38.8,1961.0,1405.4,40.5,2710.3690533,104.1,36.8,4.978484563059172,4.949506759398062,-0.042881727483265804,4.203538112518842,-0.09580412893760831
4,72,44.1,1999.0,1442.9,41.8,2950.4507448,103.9,37.4,4.969420976302372,4.978484563059172,0.053563442922089685,4.2568168929786685,-0.11122563511022437
4,73,45.1,2030.0,1474.6,44.4,3410.1816434,108.0,37.3,5.001780253604503,4.969420976302372,0.015642777070453764,4.341281367279939,-0.17424614278840925
4,74,45.5,2063.0,1508.3,49.3,3807.5934647,109.7,38.0,5.01092741257823,5.001780253604503,-0.08021175509173967,4.346828550944009,-0.2603379213222586
4,75,48.6,2112.0,1552.5,53.8,4057.8913984,114.8,43.0,5.050960314903985,5.01092741257823,-0.10164993626129062,4.32314529051392,-0.22407335147417629
4,76,50.9,2113.0,1565.1,56.9,4362.3354157,119.1,44.7,5.080122495280855,5.050960314903985,-0.1114324175758082,4.339467497606542,-0.24132183951276195
4,77,52.6,2143.0,1596.8,60.6,4859.8664104,122.6,45.9,5.103132113418488,5.080122495280855,-0.14157877333160465,4.384471335869464,-0.2778297760087693
4,78,56.5,2167.0,1623.7,65.2,5467.7328208,127.3,49.9,5.135182732506651,5.103132113418488,-0.14321883078021203,4.429159865391169,-0.2674384661751344
4,79,58.4,2180.0,1641.0,72.6,6015.3234022,126.5,52.2,5.124261372860619,5.135182732506651,-0.21764903199656901,4.4171004710844795,-0.3298824269421573
4,80,61.5,2286.0,1715.1,82.4,6278.9024507,131.8,57.3,5.168617799485128,5.124261372860619,-0.2925482621029539,4.333365038276122,-0.36328481319473216
4,81,64.7,2296.0,1725.7,90.9,7101.3099471,128.7,59.9,5.143019827788005,5.168617799485128,-0.33999879967657826,4.358274544419566,-0.4170834960620296
4,82,72.1,2291.0,1724.7,96.5,7390.4296012,127.4,64.7,5.131267024294203,5.143019827788005,-0.29148896405403696,4.338398136681682,-0.39978180683808534
4,83,82.0,2328.0,1757.4,99.6,7886.9389716,128.0,74.8,5.133204349709203,5.131267024294203,-0.1944429173262994,4.3718012109304105,-0.286344279610121
4,84,93.6,2349.0,1776.7,103.9,8546.9082172,123.1,84.8,5.09222902780746,5.133204349709203,-0.10439851462163544,4.409895986404838,-0.20313335530732446
4,85,98.5,2359.0,1790.1,107.6,9134.3421432,125.8,92.5,5.110659660477869,5.09222902780746,-0.0883640995496408,4.441375803515851,-0.15121200320930445
4,86,103.6,2371.0,1804.6,109.6,9550.1432004,126.0,98.8,5.109254753456483,5.110659660477869,-0.05630004468853246,4.467474053654723,-0.10373976976009296
4,87,113.0,2388.0,1819.0,113.6,9886.2575685,122.3,103.5,5.078646338687497,5.109254753456483,-0.005295687574710344,4.466217441104508,-0.09311189358162711
4,88,119.9,2395.0,1823.0,118.3,10630.0,121.5,112.1,5.072813997946955,5.078646338687497,0.013434291049127503,4.498211700351653,-0.05383244090622693
4,89,127.7,2406.0,1831.0,124.0,11243.0,118.3,118.9,5.046327122844454,5.072813997946955,0.029402197433456696,4.507219426144723,-0.04199876190830073
4,90,141.2,2411.1,1834.9,130.7,12370.0,113.1,129.1,5.001365473917949,5.046327122844454,0.07727270442896539,4.550124844756358,-0.012317322777579458
4,91,146.5,2432.7,1851.2,136.2,12917.0,116.8,132.5,5.033630744573336,5.001365473917949,0.07290103474171003,4.5521751585166035,-0.027541748289134967
4,92,177.3,2460.4,1876.7,140.3,13879.0,126.0,153.1,5.107090929988464,5.033630744573336,0.23406022597174683,4.594349198247424,0.08730831555522262
5,64,25.5,18003.0,12384.3,31.0,2974.9294798,138.3,24.0,5.303534107986041,5.330334107961701,-0.19530875232076572,4.563988408944725,-0.25593337413720063
5,65,25.3,18403.0,12673.3,31.5,3107.8449633,140.0,24.2,5.314658699218282,5.303534107986041,-0.2191831500981128,4.591697281303639,-0.26363491266894673
5,66,25.5,18669.0,12898.5,32.4,3296.9523585,136.8,29.6,5.2882733739067165,5.314658699218282,-0.23947997063390317,4.622595370214542,-0.09038406146826894
5,67,26.0,18992.0,13181.8,33.4,3462.2862526,135.8,29.2,5.276363962681001,5.2882733739067165,-0.25045936196117263,4.641128516506352,-0.13438719070841865
5,68,35.4,19179.0,13370.3,34.8,3690.2957405,124.3,31.3,5.183478099812558,5.276363962681001,0.017094433359300255,4.6638444935195515,-0.10599928923432107
5,69,36.6,19443.0,13681.6,36.7,3919.3858421,123.9,33.3,5.170910032329232,5.183478099812558,-0.0027285146532040625,4.670913492515824,-0.0972193580741266
5,70,38.8,19953.0,14317.6,38.8,4192.7811049,123.0,37.1,5.14407431362175,5.170910032329232,0.0,4.682699294289711,-0.04480327701583814
5,71,39.7,20266.0,14670.5,40.5,4414.3069107,121.0,38.5,5.118896475885877,5.14407431362175,-0.019950786419348682,4.691304141483201,-0.050643732818754915
5,72,39.9,20447.0,14938.3,41.8,4650.9613081,123.5,38.0,5.1301489437859615,5.118896475885877,-0.04652001563489282,4.711932870609116,-0.09531017980432477
5,73,39.9,20670.0,15243.7,44.4,5103.7384429,124.4,38.7,5.128019251054842,5.1301489437859615,-0.10686314554236126,4.744489108760027,-0.13739986940244284
5,74,41.9,20915.0,15566.6,49.3,5607.304421,126.7,39.2,5.13716109887893,5.128019251054842,-0.1626382541205524,4.733901306627789,-0.22924733425222743
5,75,45.0,21216.0,15933.0,53.8,6138.9663549,127.1,44.5,5.1313373620904885,5.13716109887893,-0.17861097739741894,4.737138193694161,-0.18978427799554415
5,76,48.3,21550.0,16318.7,56.9,6630.6455824,128.0,44.9,5.130094390968934,5.1313373620904885,-0.16386378047375827,4.7581621102181995,-0.23685754638407666
5,77,49.0,21900.0,16697.6,60.6,7234.7086333,126.4,48.7,5.110673122014995,5.130094390968934,-0.21247459496464213,4.782350473348008,-0.21861586298672464
5,78,58.7,22314.0,17117.2,65.2,8021.3953973,126.1,53.6,5.102205721206124,5.110673122014995,-0.10501974209855648,4.8124082064817815,-0.19591040085585093
5,79,60.1,22694.0,17481.6,72.6,8957.2068501,121.9,57.1,5.064152709636762,5.102205721206124,-0.1889550802895884,4.81524880005871,-0.2401608051687857
5,80,62.1,23669.0,20853.4,82.4,9891.9376893,120.2,60.8,4.915806192668999,5.064152709636762,-0.28283944797599303,4.787889892605758,-0.30399564794330486
5,81,66.4,24196.0,18670.6,90.9,10816.943005,118.6,63.3,5.034993722652676,4.915806192668999,-0.31406294470104495,4.77910897941199,-0.3618746720333028
5,82,72.8,24724.0,19064.1,96.5,11361.572303,115.4,71.6,5.0083718005994635,5.034993722652676,-0.28182705314230005,4.768449081307069,-0.29844793437834044
5,83,84.9,25174.0,19419.8,99.6,12027.230334,110.8,80.5,4.967245326033524,5.0083718005994635,-0.15968807127325085,4.7937663879460075,-0.2129049801660348
5,84,94.9,25622.0,19776.5,103.9,13019.233699,104.8,92.8,4.911010765193996,4.967245326033524,-0.09060519248929955,4.830754160241751,-0.11298225831302688
5,85,98.0,26358.0,20215.4,107.6,13755.13162,102.8,98.8,4.898112497059126,4.911010765193996,-0.09345316905711207,4.850746594469252,-0.08532304297386184
5,86,104.4,27001.0,20695.9,109.6,14350.549761,99.7,106.6,4.868103966302816,4.898112497059126,-0.048607699065376694,4.874706156811089,-0.02775386278217099
5,87,103.9,27663.0,21156.0,113.6,15016.207792,97.5,113.5,4.848024605025182,4.868103966302816,-0.08925460818186917,4.884201909922973,-0.0008806693655935249
5,88,117.4,28314.0,21591.0,118.3,16059.0,90.1,113.5,4.771999985392821,4.848024605025182,-0.007636863590344915,4.91080094807715,-0.041420934062883726
5,89,126.4,29063.0,22081.0,124.0,16779.0,82.4,125.6,4.686333814177671,4.771999985392821,0.019169916107720123,4.907601817884661,0.012820688429061469
5,90,163.8,29602.1,22490.6,130.7,17384.0,77.8,130.2,4.628889291804615,4.686333814177671,0.22574155078879302,4.890400901306089,-0.0038328908557074405
5,91,186.8,30218.8,22694.0,136.2,17705.0,68.7,151.4,4.516112874113566,4.628889291804615,0.3159141320793304,4.867477970830592,0.1058009472879366
5,92,201.9,30703.3,22920.0,140.3,18495.0,67.5,165.7,4.504487846704938,4.516112874113566,0.36398953821037655,4.881472717158139,0.16639593732410177
7,64,27.8,2784.0,1929.7,31.0,3104.1445922,143.5,26.9,5.332859227251676,5.4171656989520764,-0.10895118378855478,4.60650625827169,-0.1418609178773529
7,65,28.1,2830.0,1961.5,31.5,3249.6680891,147.0,26.5,5.356999811766412,5.332859227251676,-0.11421796949188724,4.636320597846168,-0.17284281283941083
7,66,30.1,2886.0,2004.9,32.4,3493.6339515,144.5,30.0,5.337556783701169,5.356999811766412,-0.07363325104345352,4.680539297524839,-0.07696104113612832
7,67,31.1,2918.0,2034.8,33.4,3763.2804311,145.6,31.0,5.341364051896707,5.337556783701169,-0.07134808079746621,4.72449041111336,-0.0745686954975085
7,68,31.3,2961.0,2075.2,34.8,3897.0336452,143.2,32.1,5.319711769065957,5.341364051896707,-0.10599928923432107,4.718353552136613,-0.08076135664445834
7,69,32.2,3000.0,2127.2,36.7,4135.6493791,144.7,35.0,5.318468361358875,5.319711769065957,-0.130810302510162,4.724622884589437,-0.04742869357111104
7,70,42.2,3032.0,2155.2,38.8,4482.3377099,120.0,39.3,5.128830683888209,5.318468361358875,0.08399997441273849,4.749479752929715,0.01280427224598775
7,71,45.5,3063.0,2201.4,40.5,4715.6033153,117.6,40.2,5.097590341708011,5.128830683888209,0.11641035184441137,4.757330169354685,-0.007434978487517978
7,72,51.3,3074.0,2234.2,41.8,4948.8689206,110.8,41.6,5.026823197274977,5.097590341708011,0.20479441264601322,4.7740179890328305,-0.004796172263492944
7,73,50.6,3076.0,2258.3,44.4,5496.7220855,109.3,40.6,5.003114128984769,5.026823197274977,0.1307121068552409,4.818667739658507,-0.089471402830492
7,74,52.5,3085.0,2292.9,49.3,5949.3429619,112.4,41.3,5.018798202882131,5.003114128984769,0.06288908854893364,4.79311198482214,-0.17706158108165734
7,75,54.5,3097.0,2327.6,53.8,6407.3139668,110.2,44.3,4.987893103909502,5.018798202882131,0.012927234501459755,4.779921956985327,-0.19428879011664874
7,76,57.6,3101.0,2356.5,56.9,6838.534329,113.4,52.2,5.005468564030315,4.987893103909502,0.01222722656956034,4.789033367137239,-0.08621284624369216
7,77,58.4,3107.0,2384.5,60.6,7505.1603479,117.3,52.3,5.029402927314198,5.005468564030315,-0.03697900324108739,4.819051216240404,-0.1472985220043916
7,78,61.7,3116.0,2415.3,65.2,8309.8196838,117.5,56.3,5.021164958600807,5.029402927314198,-0.055175538021265166,4.847733719981106,-0.14676493378696268
7,79,64.4,3115.0,2435.5,72.6,9295.3133651,117.4,58.7,5.011663985368952,5.021164958600807,-0.11985128872044226,4.852300691053985,-0.2125251949966995
7,80,67.0,3108.0,2424.0,82.4,10384.59954,118.0,60.0,5.019244988763997,5.011663985368952,-0.20689281752445998,4.836493737264662,-0.31724087469332546
7,81,80.1,3134.0,2461.5,90.9,11470.675639,116.4,64.5,4.998571759015048,5.019244988763997,-0.12648414710911973,4.83778911208746,-0.34309477738170646
7,82,85.6,3153.0,2487.6,96.5,12380.197494,114.7,71.6,4.9793560144506515,4.998571759015048,-0.11985772519724386,4.8543104904319945,-0.29844793437834044
7,83,95.6,3138.0,2487.6,99.6,13485.534055,114.1,83.1,4.969342520931273,4.9793560144506515,-0.040989344533197004,4.908210673832742,-0.1811174627291501
7,84,113.5,3154.0,2505.9,103.9,14927.928716,112.5,94.8,4.952976758737488,4.969342520931273,0.08837393881627555,4.967560249782975,-0.09165948884420572
7,85,118.6,3175.0,2525.1,107.6,15685.506921,111.0,100.3,4.938557167753486,4.952976758737488,0.09733583883594098,4.982071791214508,-0.07025495275979415
7,86,118.5,3193.0,2541.5,109.6,16486.956179,108.5,101.8,4.914956628808339,4.938557167753486,0.07807558606127077,5.0134874381314365,-0.07382727039749273
7,87,122.7,3211.0,2555.0,113.6,17762.426829,109.0,113.5,4.919878073680853,4.914956628808339,0.07705884542981487,5.052157146700954,-0.0008806693655935249
7,88,129.7,3233.0,2568.0,118.3,19559.0,104.8,121.5,4.882336884802523,4.919878073680853,0.09200032033805712,5.107967046553177,0.026690491796262126
7,89,142.0,3239.0,2564.0,124.0,20687.0,100.6,134.8,4.8448483587964075,4.882336884802523,0.13554549199622395,5.116979197038012,0.08351063287316984
7,90,171.2,3242.9,2567.1,130.7,21447.0,91.5,150.9,4.75003010637524,4.8448483587964075,0.2699278430774654,5.100435433804785,0.14371274514362714
7,91,169.5,3246.9,2555.4,136.2,21967.0,86.7,163.3,4.701945811598484,4.75003010637524,0.21872853310509296,5.0831722124987735,0.18146460626100752
7,92,193.5,3237.0,2536.7,140.3,22891.0,83.6,175.9,4.669826471311148,4.701945811598484,0.3214945253614211,5.0947161120835895,0.22613266463509718
8,64,27.1,494.0,326.3,31.0,2325.3400998,170.9,28.5,5.555796903710193,5.523460805327661,-0.13445347659949095,4.317634382322381,-0.08408311721054144
8,65,27.2,503.0,332.1,31.5,2529.3674804,170.8,27.9,5.555647323071508,5.555796903710193,-0.14677057252963582,4.385736996885797,-0.12136085700426748
8,66,31.0,514.0,343.6,32.4,2691.4453062,161.3,28.2,5.486011060476228,5.555647323071508,-0.044171218313137424,4.419675194059974,-0.1388364448542158
8,67,30.7,524.0,353.2,33.4,2864.0105206,158.2,29.4,5.45831727092479,5.486011060476228,-0.0842932453895033,4.451422301484989,-0.12756122563801886
8,68,32.0,533.0,359.0,34.8,3061.3641084,164.8,30.9,5.499931653152937,5.45831727092479,-0.083881483980702,4.476998495891291,-0.11886120287672881
8,69,32.2,540.0,362.8,36.7,3287.3196655,175.5,30.7,5.565356464223259,5.499931653152937,-0.130810302510162,4.495051065320166,-0.1785141004673732
8,70,39.0,584.0,378.2,38.8,3495.160642,155.0,32.6,5.477902943523117,5.565356464223259,0.005141399500418652,4.500714370358651,-0.17410795825656564
8,71,41.3,563.0,392.6,40.5,3730.6501888,161.1,34.2,5.442513636480259,5.477902943523117,0.019560525854493572,4.523035836685767,-0.16907633004393385
8,72,44.7,570.0,403.1,41.8,4015.7164823,156.3,34.3,5.398228928132907,5.442513636480259,0.0670771620888127,4.5650747223119135,-0.19775098535881638
8,73,44.0,573.0,409.9,44.4,4438.0722282,154.7,35.3,5.376460246783468,5.398228928132907,-0.009049835519917927,4.604735908865593,-0.229356505498928
8,74,44.2,576.0,416.6,49.3,4755.5540869,151.3,35.8,5.3432457526633295,5.376460246783468,-0.10919929196499184,4.569144414355537,-0.3199761876419899
8,75,45.9,579.0,424.3,53.8,5112.1253035,147.6,39.5,5.305367637531088,5.3432457526633295,-0.15880835010123923,4.554097040228507,-0.3089727952606624
8,76,50.1,582.0,431.0,56.9,5440.0945508,153.0,46.1,5.330800279020125,5.305367637531088,-0.12727433304146601,4.560256379228426,-0.21048239112968237
8,77,51.7,582.0,434.8,60.6,5850.0561101,153.3,49.2,5.323981078362152,5.330800279020125,-0.15883711156088526,4.569911638574721,-0.20840126957700628
8,78,58.7,584.0,440.6,65.2,6407.7945104,155.5,52.1,5.328409280079273,5.323981078362152,-0.10501974209855648,4.5878109516359915,-0.2242945201732861
8,79,60.0,582.0,441.5,72.6,7017.0164554,150.2,56.2,5.288260167017458,5.328409280079273,-0.1906203596086497,4.571128478495032,-0.25604816493110494
8,80,62.7,595.0,454.0,82.4,7773.0618425,150.5,58.1,5.284427291693212,5.288260167017458,-0.27322398927655106,4.546833988349014,-0.3494197730575605
8,81,66.0,598.0,458.8,90.9,8492.8780685,152.6,62.8,5.292796487545773,5.284427291693212,-0.3201052591570077,4.5372232157879955,-0.3698049277092803
8,82,74.1,602.0,463.6,96.5,9213.6476936,154.1,65.4,5.298837076169295,5.292796487545773,-0.2641274760428992,4.558898100431195,-0.3890207498817872
8,83,82.0,606.0,469.4,99.6,10081.240761,149.6,74.9,5.263389768192768,5.298837076169295,-0.1944429173262994,4.617269460828734,-0.28500827406737855
8,84,91.1,613.0,476.1,103.9,10806.777381,144.0,84.2,5.222550319311739,5.263389768192768,-0.1314710938392692,4.64449985346698,-0.21023397685690062
8,85,98.7,622.0,481.8,107.6,11563.776167,144.5,90.1,5.228690510110895,5.222550319311739,-0.08633570128824804,4.677212099202544,-0.1775004831133918
8,86,105.2,633.0,492.4,109.6,12062.403831,142.4,93.3,5.209819026811753,5.228690510110895,-0.040974074210305564,4.70101139854196,-0.16101726666061694
8,87,111.4,644.0,502.0,113.6,12960.505665,141.0,100.3,5.197858496790793,5.209819026811753,-0.019556178793867243,4.736978480219168,-0.1245178113191611
8,88,119.3,660.0,513.0,118.3,14137.0,137.1,109.2,5.172674576417971,5.197858496790793,0.008417558119529442,4.783326981882691,-0.08004270767353637
8,89,124.0,673.0,522.0,124.0,14949.0,131.7,120.2,5.134604350511324,5.172674576417971,0.0,4.792118121344477,-0.031124543503929656
8,90,140.0,681.2,528.3,130.7,16435.0,127.2,131.5,5.099952295524285,5.134604350511324,0.06873780197912813,4.834263865468143,0.006102230987643093
8,91,143.2,695.5,537.5,136.2,16732.0,118.8,141.6,5.035143658290224,5.099952295524285,0.05011786081113321,4.810953938846677,0.03888178754420748
